"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 18:37:49 GMT 2024","Thu Jul 11 18:37:51 GMT 2024","1347","chromium","applifting.spec.js","","","","Applifting report",""
